date,open,high,low,close,adjclose,volume
2018-01-12,111.65,112.85,110.84,112.67,112.67,18847100.0
2018-01-11,110.67,110.93,110.05,110.84,110.84,13676800.0
2018-01-10,109.47,110.7,109.39,110.25,110.25,15834500.0
2018-01-09,108.72,109.63,108.49,109.05,109.05,13292300.0
2018-01-08,108.15,108.68,107.7,108.5,108.5,12466500.0
2018-01-05,109.26,109.55,107.78,108.34,108.34,14155000.0
2018-01-04,108.36,110.03,108.2,109.04,109.04,12953700.0
2018-01-03,107.86,108.49,107.48,108.06,107.5,11901000.0
2018-01-02,107.63,108.02,106.81,107.95,107.39,13578800.0
2017-12-29,108.09,108.28,106.94,106.94,106.39,8925700.0
2017-12-28,107.4,107.84,107.16,107.79,107.23,7440600.0
2017-12-27,106.67,107.29,106.67,107.22,106.66,9496500.0
2017-12-26,107.2,107.99,106.4,107.02,106.47,7403700.0
2017-12-22,108.2,108.46,106.81,107.45,106.89,14573400.0
2017-12-21,106.59,108.07,106.56,107.83,107.27,12323700.0
2017-12-20,107.6,107.73,106.09,106.14,105.59,13091500.0
2017-12-19,107.35,107.49,106.44,106.51,105.96,12149900.0
2017-12-18,107.19,107.63,106.48,106.96,106.41,12713100.0
2017-12-15,105.79,106.52,105.2,106.14,105.59,29350600.0
2017-12-14,106.12,106.45,104.64,104.66,104.12,13034200.0
2017-12-13,106.7,107.11,105.48,105.51,104.96,15020300.0
2017-12-12,106.91,107.37,105.54,106.85,106.3,15508800.0
2017-12-11,105.72,106.06,105.31,105.62,105.07,10591200.0
2017-12-08,104.75,105.94,104.34,105.93,105.38,13506900.0
2017-12-07,103.95,105.19,103.73,104.62,104.08,13371800.0
2017-12-06,105.55,105.76,104.53,104.93,104.39,15476200.0
2017-12-05,105.58,107.41,104.12,105.72,105.17,17193900.0
2017-12-04,107.73,108.4,106.77,106.95,106.4,23576600.0
2017-12-01,104.9,105.32,102.2,104.79,104.25,19683500.0
2017-11-30,104.74,106.66,104.04,104.52,103.98,23945900.0
2017-11-29,102.41,104.22,101.96,103.73,103.19,21105500.0
2017-11-28,98.21,101.7,97.97,101.36,100.83,16773000.0
2017-11-27,98.31,99.13,97.93,97.93,97.42,13076200.0
2017-11-24,98.83,98.9,98.26,98.32,97.81,3680000.0
2017-11-22,99.03,99.52,98.59,98.64,98.13,7342200.0
2017-11-21,99.5,99.55,98.91,98.93,98.42,13389400.0
2017-11-20,98.45,99.15,97.76,99.01,98.5,9483200.0
2017-11-17,97.82,98.41,97.57,98.14,97.63,9017900.0
2017-11-16,98.53,99.06,98.31,98.47,97.96,9808000.0
2017-11-15,96.39,98.74,95.95,98.19,97.68,15384100.0
2017-11-14,97.34,97.78,96.85,97.27,96.77,11043800.0
2017-11-13,96.69,98.05,96.62,97.86,97.35,9303100.0
2017-11-10,97.81,98.34,97.5,97.51,97.0,9314000.0
2017-11-09,97.12,98.22,96.81,97.63,97.12,13697800.0
2017-11-08,98.27,98.37,97.15,97.64,97.13,18524700.0
2017-11-07,100.56,100.75,98.25,98.75,98.24,18822600.0
2017-11-06,101.34,101.69,100.66,100.78,100.26,8121500.0
2017-11-03,101.1,101.53,100.73,101.41,100.88,7103500.0
2017-11-02,100.87,101.77,100.16,101.59,101.06,8731800.0
2017-11-01,101.1,101.7,100.73,100.92,100.4,8418200.0
2017-10-31,101.37,101.7,100.57,100.61,100.09,8690200.0
2017-10-30,101.13,101.93,100.87,101.41,100.88,8839500.0
2017-10-27,101.43,102.23,101.05,101.77,101.24,10400400.0
2017-10-26,101.35,102.42,101.32,101.74,101.21,13054400.0
2017-10-25,101.25,101.45,100.19,101.02,100.5,14632700.0
2017-10-24,99.88,101.19,99.76,100.92,100.4,13000800.0
2017-10-23,99.51,99.99,99.24,99.34,98.83,9238600.0
2017-10-20,99.28,99.89,98.73,99.51,98.99,15326600.0
2017-10-19,97.19,98.2,97.09,98.11,97.6,9133900.0
2017-10-18,98.15,98.55,97.63,97.99,97.48,10158600.0
2017-10-17,98.07,98.18,97.32,97.62,97.11,10335700.0
2017-10-16,96.34,97.95,96.34,97.84,97.33,12434000.0
2017-10-13,95.48,96.71,94.96,95.86,95.36,13190600.0
2017-10-12,97.3,97.5,95.62,95.99,95.49,18251600.0
2017-10-11,96.83,97.01,96.14,96.84,96.34,14283600.0
2017-10-10,96.46,97.18,96.24,97.13,96.63,10631500.0
2017-10-09,96.96,97.07,96.14,96.41,95.91,7765100.0
2017-10-06,97.55,97.64,96.47,96.92,96.42,10231900.0
2017-10-05,96.0,97.4,95.55,97.09,96.59,14236200.0
2017-10-04,97.3,97.44,96.28,96.36,95.3,12166600.0
2017-10-03,96.83,97.43,96.77,97.35,96.28,9633500.0
2017-10-02,95.77,96.88,95.46,96.84,95.78,13797200.0
2017-09-29,95.3,95.52,95.02,95.51,94.46,11438400.0
2017-09-28,95.59,95.88,94.91,95.38,94.33,10270400.0
2017-09-27,94.97,95.72,94.58,95.18,94.14,15090200.0
2017-09-26,93.78,94.03,93.34,93.7,92.67,9358100.0
2017-09-25,94.51,94.88,93.45,94.12,93.09,10463400.0
2017-09-22,94.7,94.98,94.43,94.83,93.79,8358300.0
2017-09-21,94.46,95.37,94.19,95.03,93.99,10851500.0
2017-09-20,94.1,95.29,93.71,94.6,93.56,15311600.0
2017-09-19,92.71,94.36,92.52,93.94,92.91,12626100.0
2017-09-18,91.93,93.14,91.85,92.92,91.9,11318700.0
2017-09-15,91.08,91.71,90.76,91.62,90.62,18171800.0
2017-09-14,91.2,91.53,90.74,90.97,89.97,10562800.0
2017-09-13,90.61,91.5,90.32,91.15,90.15,12485400.0
2017-09-12,90.17,91.25,90.1,90.89,89.89,14003800.0
2017-09-11,89.39,90.25,88.95,89.79,88.81,13219000.0
2017-09-08,88.31,89.42,88.24,88.42,87.45,14242200.0
2017-09-07,90.11,90.13,88.08,88.53,87.56,14592300.0
2017-09-06,90.0,90.52,89.64,90.11,89.12,11845700.0
2017-09-05,91.02,91.11,89.02,89.51,88.53,16897300.0
2017-09-01,91.25,92.36,90.95,91.7,90.69,9815800.0
2017-08-31,91.81,91.85,90.8,90.89,89.89,13217400.0
2017-08-30,91.25,91.88,91.19,91.31,90.31,9165300.0
2017-08-29,90.45,91.31,90.31,91.1,90.1,10886100.0
2017-08-28,92.16,92.19,91.13,91.6,90.6,7292900.0
2017-08-25,91.88,92.48,91.8,91.89,90.88,11794600.0
2017-08-24,91.93,92.12,91.41,91.52,90.52,8623200.0
